,904306.3.peg.244,904306.3.peg.90,904306.3.peg.1884,904306.3.peg.752,904306.3.peg.1830,904306.3.peg.135,904306.3.peg.353,904306.3.peg.240,904306.3.peg.1338,904306.3.peg.1927,904306.3.peg.1979
Streptococcus vestibularis_gapfilled_9,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_895,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_345,True,True,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_526,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_69,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_946,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_107,True,False,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_330,False,False,True,True,True,True,True,False,False,True,True
Streptococcus vestibularis_gapfilled_220,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_910,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_864,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_166,False,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_113,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_515,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_900,True,False,True,True,False,True,True,False,False,False,True
Streptococcus vestibularis_gapfilled_70,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_564,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_339,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_139,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_106,True,False,False,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_373,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_19,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_487,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_26,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_27,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_385,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_977,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_408,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_924,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_40,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_902,True,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_978,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_281,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_531,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_559,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_305,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_359,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_675,True,False,True,True,True,True,True,True,False,True,True
Streptococcus vestibularis_gapfilled_597,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_543,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_603,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_397,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_491,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_157,False,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_773,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_250,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_75,True,True,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_845,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_133,True,True,True,False,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_428,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_629,False,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_413,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_192,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_420,False,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_492,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_772,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_830,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_446,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_79,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_697,True,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_973,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_216,True,False,True,True,False,False,False,False,True,False,True
Streptococcus vestibularis_gapfilled_562,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_782,False,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_355,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_781,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_490,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_97,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_442,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_668,True,False,True,True,True,False,True,False,False,True,True
Streptococcus vestibularis_gapfilled_929,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_899,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_50,False,False,False,True,False,False,True,False,False,False,True
Streptococcus vestibularis_gapfilled_261,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_947,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_581,True,False,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_390,True,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_429,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_529,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_168,False,True,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_944,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_635,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_544,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_53,False,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_83,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_55,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_800,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_475,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_141,False,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_770,True,False,False,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_438,True,False,True,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_434,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_752,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_290,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_649,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_307,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_410,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_941,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_466,True,False,False,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_514,True,True,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_981,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_456,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_426,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_483,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_572,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_431,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_672,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_809,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_745,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_690,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_47,False,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_423,False,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_464,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_436,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_208,False,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_67,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_560,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_601,True,False,True,False,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_252,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_120,True,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_77,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_153,True,False,True,True,True,True,True,True,False,True,True
Streptococcus vestibularis_gapfilled_980,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_142,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_452,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_14,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_62,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_396,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_177,True,False,True,True,False,True,True,False,False,False,False
Streptococcus vestibularis_gapfilled_637,True,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_740,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_403,False,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_263,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_200,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_520,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_721,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_623,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_109,True,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_331,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_25,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_960,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_1,False,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_655,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_12,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_146,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_314,False,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_586,False,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_323,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_670,True,False,True,True,True,False,False,True,False,True,True
Streptococcus vestibularis_gapfilled_906,False,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_620,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_953,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_915,True,False,True,True,True,True,True,False,False,True,True
Streptococcus vestibularis_gapfilled_872,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_842,True,False,True,True,False,False,True,True,False,False,True
Streptococcus vestibularis_gapfilled_592,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_970,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_667,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_553,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_797,True,False,True,True,True,True,True,False,False,True,False
Streptococcus vestibularis_gapfilled_931,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_610,True,False,True,True,False,True,True,True,False,False,False
Streptococcus vestibularis_gapfilled_827,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_44,False,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_30,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_533,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_16,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_986,True,False,False,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_829,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_949,False,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_351,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_217,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_793,True,True,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_296,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_894,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_874,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_756,True,False,True,True,False,True,True,False,False,False,False
Streptococcus vestibularis_gapfilled_878,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_705,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_332,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_108,False,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_634,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_198,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_958,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_537,False,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_507,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_852,True,False,True,False,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_479,True,False,True,True,True,False,False,True,False,True,False
Streptococcus vestibularis_gapfilled_588,False,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_755,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_621,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_219,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_790,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_196,True,False,False,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_104,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_57,True,False,True,True,False,False,True,False,False,False,False
Streptococcus vestibularis_gapfilled_783,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_935,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_482,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_729,True,False,False,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_384,True,True,True,True,True,True,False,False,True,True,True
Streptococcus vestibularis_gapfilled_831,True,False,False,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_998,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_370,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_201,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_132,True,True,True,True,True,True,False,False,True,True,True
Streptococcus vestibularis_gapfilled_609,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_13,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_297,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_945,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_149,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_702,False,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_23,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_480,True,True,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_703,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_573,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_8,True,False,False,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_222,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_605,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_86,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_534,True,True,True,False,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_22,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_622,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_367,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_210,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_828,True,False,True,True,False,False,True,False,False,False,False
Streptococcus vestibularis_gapfilled_758,False,False,True,True,False,True,True,True,False,False,False
Streptococcus vestibularis_gapfilled_234,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_844,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_414,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_20,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_349,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_225,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_378,True,False,False,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_279,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_728,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_714,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_496,True,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_134,False,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_60,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_859,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_692,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_336,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_595,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_538,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_191,False,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_171,True,False,True,True,False,False,True,True,False,False,True
Streptococcus vestibularis_gapfilled_771,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_566,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_48,False,False,False,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_685,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_607,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_251,True,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_976,True,True,True,True,True,True,False,False,True,True,False
Streptococcus vestibularis_gapfilled_791,True,False,False,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_819,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_184,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_398,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_662,True,True,True,False,True,False,False,False,True,True,True
Streptococcus vestibularis_gapfilled_776,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_76,True,False,True,True,False,False,False,False,True,False,True
Streptococcus vestibularis_gapfilled_688,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_380,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_802,True,False,True,True,False,True,True,False,False,False,False
Streptococcus vestibularis_gapfilled_606,True,False,True,True,True,False,False,True,False,True,False
Streptococcus vestibularis_gapfilled_853,False,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_123,True,False,False,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_301,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_325,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_749,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_356,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_411,True,False,True,True,True,False,False,True,False,True,True
Streptococcus vestibularis_gapfilled_932,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_988,True,False,True,True,True,True,True,False,False,True,False
Streptococcus vestibularis_gapfilled_360,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_162,False,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_124,True,False,True,True,False,True,True,True,False,False,True
Streptococcus vestibularis_gapfilled_315,False,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_633,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_964,False,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_726,True,False,True,True,False,False,True,False,False,False,False
Streptococcus vestibularis_gapfilled_93,True,False,True,True,False,False,False,False,True,False,True
Streptococcus vestibularis_gapfilled_704,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_611,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_273,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_5,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_810,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_569,True,False,True,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_779,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_185,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_689,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_939,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_462,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_687,True,False,True,True,False,False,True,False,False,False,True
Streptococcus vestibularis_gapfilled_400,True,False,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_677,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_862,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_627,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_613,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_51,False,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_796,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_284,True,True,True,False,True,False,False,False,True,True,True
Streptococcus vestibularis_gapfilled_318,True,False,True,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_306,True,False,False,True,False,True,True,False,False,False,False
Streptococcus vestibularis_gapfilled_504,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_558,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_669,True,True,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_747,True,False,True,True,False,True,True,True,False,False,False
Streptococcus vestibularis_gapfilled_943,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_288,True,False,True,True,True,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_404,False,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_33,True,False,True,True,True,False,False,True,False,True,True
Streptococcus vestibularis_gapfilled_329,False,False,True,True,False,True,True,False,False,False,False
Streptococcus vestibularis_gapfilled_401,False,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_727,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_757,True,False,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_204,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_448,True,False,True,True,True,False,False,True,False,True,True
Streptococcus vestibularis_gapfilled_268,True,True,True,True,True,True,False,False,True,True,False
Streptococcus vestibularis_gapfilled_996,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_488,True,False,False,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_63,True,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_235,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_207,False,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_310,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_698,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_708,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_226,True,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_309,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_759,False,False,True,True,False,False,False,True,False,False,False
